type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
Movie,A Tale Of Two Kitchens,Trisha Ziff,,"United States, Mexico",22-May-19,2019,TV-PG,30 Min,"Documentaries, International Movies","Mexico City Restaurant Star Gabriela Cámara Opens Sister Eatery Cala In San Francisco, With A Similar Menu And Unusually Welcoming Kitchen Culture."
Movie,Patrick (2019),Mandie Fletcher,"Beattie Edmondson, Ed Skrein, Tom Bennett, Jennifer Saunders",United Kingdom,16-May-19,2019,TV-PG,94 Min,"Children & Family Movies, Comedies","When A Schoolteacher Inherits An Adorable Pug, She Has To Find A Way To Take Care Of It While Dealing With Her Flatlining Love Life."
Movie,Verses Of Love,Hanung Bramantyo,"Fedi Nuril, Rianti Cartwright, Carissa Putri, Melanie Putria, Zaskia Adya Mecca, Surya Saputra, Dennis Adhiswara, Oka Antara",Indonesia,27-Mar-19,2008,TV-PG,126 Min,"Dramas, International Movies, Romantic Movies","Polygamy, Piety And Personal Principles Collide For A Charming And Congenial Young University Student Struggling In A Four-Way Love Triangle."
Movie,Vince And Kath And James,Theodore Boborol,"Julia Barretto, Joshua Garcia, Ronnie Alonte, Maris Racal, Ina Raymundo, Shamaine Centenera, Ana Abad-Santos, Jeric Raval, Allan Paule, Manuel Chua",Philippines,21-Mar-19,2016,TV-PG,115 Min,"International Movies, Romantic Movies","Love Can Be Complicated, Especially When Vince Agrees To Secretly Woo Kath Via Text On Behalf Of James – While Falling For Her, Too."
Movie,The Boy Who Harnessed The Wind,Chiwetel Ejiofor,"Maxwell Simba, Chiwetel Ejiofor, Aïssa Maïga, Lily Banda, Lemogang Tsipa, Philbert Falakeza, Joseph Marcell, Noma Dumezweni","United Kingdom, Malawi",01-Mar-19,2019,TV-PG,114 Min,"Children & Family Movies, Dramas, Independent Movies","Inspired By A Science Book, 13-Year-Old William Kamkwamba Builds A Wind Turbine To Save His Malawian Village From Famine. Based On A True Story."
Movie,Bride For Rent,Mae Czarina Cruz,"Kim Chiu, Xian Lim, Empoy Marquez, Martin Del Rosario, Pilita Corrales, Tirso Cruz Iii, Dennis Padilla, Matt Evans, Lloyd Zaragoza, Zeppi Borromeo",Philippines,27-Feb-19,2014,TV-PG,110 Min,"Comedies, International Movies, Romantic Movies","Rocco Needs To Hire A Bride So He Can Access His Trust Fund. Rocky Desperately Needs A Job. Their Marriage Starts Out Fake, But Ends Up As Much More."
Movie,It Takes A Man And A Woman,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Rowell Santiago, Al Tantay, Irma Adlawan, Joross Gamboa, Gio Alvarez, Matet De Leon, Miles Ocampo, Andre Garcia, Dante Rivero, Isabelle Daza",Philippines,27-Feb-19,2013,TV-PG,127 Min,"Comedies, International Movies, Romantic Movies","Laida And Miggy Used To Be In Love, But Now They'Re Forced To Work Together In A Professional Capacity – And Neither Is Completely Over Their Past."
Movie,Hantu Kak Limah,Mamat Khalid,"Awie, Arab Khalid, Sharwani Ns, Tj Isa, Delimawati, Zul Ariffin, Uqasha Senrose, Ropie Cecupak",Malaysia,31-Jan-19,2018,TV-PG,110 Min,"Comedies, Horror Movies, International Movies","When Kak Limah Turns Up Dead Shortly After Her Marriage To A Much Younger Man, Her Pesky Ghost Haunts The Villagers, Who Can'T Seem To Get Rid Of Her."
Movie,Godzilla The Planet Eater,"Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Reina Ueda, Ari Ozawa, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,09-Jan-19,2018,TV-PG,91 Min,"Action & Adventure, Anime Features, International Movies","With The Earth Alliance Weakened, Haruo Weighs Siding With The Exif, Whose Death Cult Is Summoning A Monster That Can Destroy The World."
Movie,Lionheart,Genevieve Nnaji,"Genevieve Nnaji, Nkem Owoh, Pete Edochie, Onyeka Onwenu, Kanayo O. Kanayo",Nigeria,04-Jan-19,2018,TV-PG,95 Min,"Comedies, Dramas, Independent Movies","When Her Father Falls Ill, Adaeze Steps Up To Run The Family Business – Alongside Her Uncle – And Prove Herself In A Male-Dominated World."
Tv Show,Watership Down,Noam Murro,"James Mcavoy, Nicholas Hoult, John Boyega, Ben Kingsley, Tom Wilkinson, Gemma Arterton, Peter Capaldi, Olivia Colman, Mackenzie Crook, Anne-Marie Duff, Taron Egerton, James Faulkner, Freddie Fox, Lee Ingleby, Miles Jupp, Daniel Kaluuya, Rory Kinnear, Craig Parkinson, Rosamund Pike, Daniel Rigby, Jason Watkins","United Kingdom, Ireland, United States",23-Dec-18,2018,TV-PG,1 Season,"British Tv Shows, International Tv Shows, Tv Action & Adventure",A Warren Of Rabbits Battles Many Threats On Their Daring Journey To Find A New Home In This Adaptation Of The Classic Novel By Richard Adams.
Movie,Aggretsuko: We Wish You A Metal Christmas,Rarecho,"Kaolip, Shingo Kato, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Yuki Takahashi, Rarecho",Japan,20-Dec-18,2018,TV-PG,22 Min,Movies,"While Retsuko Desperately Makes Plans For Christmas Eve, Her New Obsession With Seeking Validation Through Social Media Spirals Out Of Control."
Movie,Don'T Go Breaking My Heart,Johnnie To,"Louis Koo, Gao Yuanyuan, Daniel Wu",Hong Kong,01-Dec-18,2011,TV-PG,115 Min,"Comedies, International Movies, Romantic Movies","A Financial Analyst Succumbs To A Love Triangle With A Hard-Drinking Architect And A Promiscuous Investment Bro, Who Soon Becomes Her Boss."
Movie,Christmas With A View,Justin G. Dyck,"Scott Cavalheiro, Kaitlyn Leeb, Vivica A. Fox, Patrick Duffy, Jess Walton, Mark Ghanimé",Canada,01-Nov-18,2018,TV-PG,91 Min,"International Movies, Romantic Movies","Still Reeling From A Business Failure, The Restaurant Manager Of A Ski Resort Finds Her World Jolted By A New Chef, Who Has His Own Hidden Past."
Movie,Next Gen,"Kevin R. Adams, Joe Ksander","John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña, David Cross, Constance Wu","China, Canada, United States",07-Sep-18,2018,TV-PG,106 Min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When Lonely Mai Forms An Unlikely Bond With A Top-Secret Robot, They Embark On An Intense, Action-Packed Adventure To Foil The Plot Of A Vicious Villain."
Movie,Once Again,Kanwal Sethi,"Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli, Bhagwan Tiwari","India, Germany, Austria",01-Sep-18,2018,TV-PG,101 Min,"Dramas, Independent Movies, International Movies","After A Chance Phone Call Leads To Daily Conversations, A Widowed Restaurant Owner And A Lonely Film Actor Plan To Finally Meet In Person."
Movie,The Guernsey Literary And Potato Peel Pie Society,Mike Newell,"Lily James, Michiel Huisman, Penelope Wilton, Tom Courtenay, Jessica Brown Findlay, Katherine Parkinson, Matthew Goode","United Kingdom, France, United States",10-Aug-18,2018,TV-PG,124 Min,"Dramas, Romantic Movies",A London Writer Bonds With The Colorful Residents Of Guernsey As She Learns About The Book Club They Formed During The Wwii German Occupation.
Movie,Flavors Of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li","Taito Ban, Mariya Ise, Minako Kotobuki, Haruka Shiraishi, Hiroki Yasumoto, Takeo Otsuka, Ikumi Hasegawa, Takayuki Nakatsukasa","China, Japan",04-Aug-18,2018,TV-PG,74 Min,"Anime Features, International Movies, Romantic Movies","Memories In A Bowl Of Steaming Noodles, A Fading Beauty Finding Her Way And A Bittersweet First Love – All In These Stories Of City Life In China."
Movie,Da Kath & Kim Code,Ted Emery,"Jane Turner, Gina Riley, Glenn Robbins, Peter Rowsthorn, Magda Szubanski",Australia,28-Jul-18,2005,TV-PG,82 Min,Movies,"Kath And Kel'S Union Is Tested By Michael Bublé, Daughter Kim Tries Pole Dancing, Pal Sharon Finds Love Online, And A Stalker Lurks Amid Yuletide Cheer."
Movie,White Fang,Alexandre Espigares,"Nick Offerman, Rashida Jones, Paul Giamatti, Eddie Spears, David Boat, Sean Kenin, Raquel Antonia, Daniel Hagen, Stephen Kramer Glickman, William Calvert, Jason Grasl, Armando Riesco","France, Luxembourg, United States",06-Jul-18,2018,TV-PG,88 Min,"Children & Family Movies, Dramas",A Loyal Wolfdog'S Curiosity Leads Him On The Adventure Of A Lifetime While Serving A Series Of Three Distinctly Different Masters.
Movie,Coffee For All,"Fluvio Iannuci, Roly Santos",,"Italy, United States, Argentina",01-May-18,2017,TV-PG,69 Min,"Documentaries, International Movies","In Naples, Buenos Aires And New York, People Reflect On The Neapolitan Tradition Of ""Suspended Coffee"" And How It Changed Their Lives."
Movie,Benji,Brandon Camp,"Gabriel Bateman, Darby Camp, Kiele Sanchez, Jerod Haynes, Gralen Bryant Banks, Angus Sampson, Will Rothhaar, Jim Gleason, Brady Permenter","United Arab Emirates, United States",16-Mar-18,2018,TV-PG,87 Min,"Children & Family Movies, Dramas",A Determined Dog Comes To The Rescue And Helps Heal A Broken Family When A Young Boy And His Sister Stumble Into Some Serious Danger.
Movie,Fullmetal Alchemist,Fumihiko Sori,"Ryosuke Yamada, Tsubasa Honda, Dean Fujioka, Misako Renbutsu, Kanata Hongo, Shinji Uchiyama, Jun Kunimura, Yo Oizumi, Ryuta Sato, Fumiyo Kohinata, Yasuko Matsuyuki",Japan,19-Feb-18,2017,TV-PG,134 Min,"Action & Adventure, Dramas, International Movies","While Alchemist Edward Elric Searches For A Way To Restore His Brother Al'S Body, The Military Government And Mysterious Monsters Are Watching Closely."
Movie,The Trader (Sovdagari),Tamta Gabrichidze,,Georgia,09-Feb-18,2018,TV-PG,24 Min,"Documentaries, International Movies","A Traveling Trader Provides A Window Into Rural Life In The Republic Of Georgia, Where Potatoes Are Currency And Ambition Is Crushed By Poverty."
Movie,Expedition Happiness,Selima Taibi,"Selima Taibi, Felix Starck",Germany,31-Jan-18,2017,TV-PG,96 Min,"Documentaries, International Movies","A Filmmaker And His Musician Girlfriend Attempt An Epic Road Trip With Their Dog, Traveling Across North America In A Refurbished School Bus."
Movie,Rip Tide,Rhiannon Bannenberg,"Debby Ryan, Genevieve Hegney, Andrew Creer, Naomi Sequeira, Aaron Jeffery, Valerie Bader, Jeremy Lindsay Taylor, Danielle Carter, Marcus Graham, Kimie Tsukakoshi","Australia, United Arab Emirates",15-Jan-18,2017,TV-PG,87 Min,"Children & Family Movies, Dramas, Sports Movies","Following An Embarrassing Viral Video, A New York Model Decides To Escape From Her Suffocating Existence By Visiting Her Faraway Aunt In Australia."
Tv Show,Myths & Monsters,Daniel Kontur,Nicholas Day,United Kingdom,23-Dec-17,2017,TV-PG,1 Season,"British Tv Shows, Docuseries",This Documentary Series Takes Us To The Mythic Landscapes Of Europe To Explore Some Of Most Enduring Legends Produced By European Culture.
Movie,Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed","Yasser Al Jarraf, Haleem Aljabri, Anwar Aljabri, Omar Aljabri, Ali Almarzouqi, Majed Aldheeb, Yousef Almahmodi, Reem Ali",United Arab Emirates,01-Nov-17,2016,TV-PG,97 Min,"Action & Adventure, Dramas, International Movies",A Competitive Streetcar Racer'S Obsession With Winning Drive Him To Develop A Vehicle With An Innovative Engine That'S Never Been Used Before.
Movie,Singapore,Shakti Samanta,"Shammi Kapoor, Padmini, Maria Menado, Shashikala, Agha, K.N. Singh, Madan Puri, Helen","India, Malaysia",15-Oct-17,1960,TV-PG,158 Min,"Comedies, Dramas, International Movies","When His Employee Disappears In Singapore, Shyam Travels From India To Investigate The Absence And Becomes Entangled In A Deadly Plot."
Movie,Zipi & Zape Y La Isla Del Capitan,Oskar Santos,"Teo Planell, Toni Gómez, Elena Anaya, Iria Castellano, Máximo Pastor, Ana Blanco De Córdova, Fermí Reixach, Jorge Bosch, Carolina Lapausa, Goizalde Núñez, Juan Codina",Spain,01-Jul-17,2016,TV-PG,105 Min,"Children & Family Movies, Comedies","At Christmas, Zip And Zap Take A Trip With Their Parents To A Remote Island, Where A Friendly Woman Runs A Children'S Home And Mystery Awaits."
Movie,The Russian Revolution,Cal Seville,Jonathan Kydd,United Kingdom,15-Jun-17,2017,TV-PG,47 Min,Documentaries,"Starting In 1881, This Film Describes How The Personal Battle Between The Royal Romanovs And Lenin'S Ulyanov Family Led To The Russian Revolution."
Movie,Amelia: A Tale Of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,01-Jun-17,2017,TV-PG,44 Min,Documentaries,"Eight Decades After Her Disappearance, Amelia Earhart'S Incredible Accomplishments Are Still Celebrated, Thanks In Large Part To Her Sister Muriel."
Movie,Jackie: A Tale Of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,01-Jun-17,2017,TV-PG,44 Min,Documentaries,"Rachael Stirling Narrates This Multifaceted Portrait Of Former First Lady Jacqueline Kennedy Onassis And Her Younger Sister, Lee Radziwill."
Movie,Michael Lost And Found,Daniel Wilner,,"Canada, United States",01-Jun-17,2017,TV-PG,19 Min,"Documentaries, International Movies, Lgbtq Movies","Benjie Nycum Travels To Wyoming To Visit His Ex-Lover, Michael Glatze, A Former Gay Activist Who Now Lives With His Wife And Works As A Church Pastor."
Movie,The Mitfords: A Tale Of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,01-Jun-17,2017,TV-PG,44 Min,Documentaries,Jessica And Diana Were Sisters Who Were Separated By Just A Few Years In Age. But Their Political Ideologies Couldn'T Have Been Any Farther Apart.
Movie,Jfk: The Making Of A President,Edward Cotterill,,United Kingdom,01-May-17,2017,TV-PG,44 Min,Documentaries,"Explore How John F. Kennedy'S Worldview Was Influenced By His Younger Years, When He Endured Poor Health, Family Tragedy And A Demanding Father."
Movie,Bibi & Tina,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Ruby O. Fee, Charly Hübner, Michael Maertens, Winnie Böwe, Fabian Buch, Max Von Der Groeben, Martin Seifert",Germany,15-Apr-17,2014,TV-PG,97 Min,"Children & Family Movies, Music & Musicals",Teen Witch Bibi And Horse-Loving Tina Face Trouble When A Posh Girl Flirts With Tina'S Boyfriend And A Crook Sets His Greedy Eyes On A Promising Foal.
Movie,Notes On Blindness,"Peter Middleton, James Spinney","Dan Renton Skinner, Simone Kirby",United Kingdom,15-Mar-17,2016,TV-PG,87 Min,"Documentaries, Dramas, International Movies","Based On The Audio Diaries Of Academic And Theologian John Hull, This Film Offers An Impressionistic Re-Creation Of His Slow Descent Into Blindness."
Movie,The Butterfly'S Dream,Y?lmaz Erdo?an,"K?vanç Tatl?tu?, Mert F?rat, Belçim Bilgin, Farah Zeynep Abdullah, Y?lmaz Erdo?an, Ahmet Mümtaz Taylan, Taner Birsel, Selman Ünlüsoy, ?pek Bilgin, Aksel Bonfil, Devrim Yakut, Salih Kalyon",Turkey,10-Mar-17,2013,TV-PG,118 Min,"Dramas, International Movies, Romantic Movies","Forced To Work In A Coal Mine During World War Ii, Two Young Poets Find Some Escape When They Both Fall For The Same Woman."
Movie,Sarajevo,Andreas Prochaska,"Florian Teichtmeister, Heino Ferch, Melika Foroutan, Juergen Maurer, Edin Hasanovic, Eugen Knecht, Mateusz Dopieralski, Dominik Warta, Simon Hatzl, Erwin Steinhauer, Friedrich Von Thun, Juraj Kukura","Austria, Czech Republic",15-Jan-17,2014,TV-PG,98 Min,"Dramas, International Movies","Tasked With Unraveling The Assassination Of Archduke Franz Ferdinand, An Honorable Magistrate Finds Himself Targeted By The Shadowy Perpetrators."
Tv Show,Merlin,James Hawes,"Colin Morgan, Bradley James, Katie Mcgrath, Angel Coulby, Richard Wilson, Anthony Head, John Hurt, Nathaniel Parker",United Kingdom,15-Dec-16,2012,TV-PG,5 Seasons,"British Tv Shows, International Tv Shows, Tv Action & Adventure","This Family-Oriented Retelling Of The King Arthur Legend Finds Merlin Arriving In Camelot, Where He Hones His Magic Skills With The Help Of His Uncle."
Movie,Sand Storm,Elite Zexer,"Lamis Ammar, Ruba Blal, Haitham Omari, Khadija Alakel, Jalal Masarwa","Israel, Germany, France",15-Dec-16,2016,TV-PG,88 Min,"Dramas, Independent Movies, International Movies","When A Bedouin Patriarch Takes A Second Bride, His First Wife Chafes Against Her Changing Status While His Daughter Chases Her Own Dreams Of Autonomy."
Movie,A Grand Night In: The Story Of Aardman,Richard Mears,Julie Walters,United Kingdom,01-Nov-16,2015,TV-PG,59 Min,Documentaries,"Aardman Animations Icons Wallace & Gromit, Morph And More Join Fans And Collaborators For A Retrospective Celebrating The Studio'S 40Th Anniversary."
Movie,Into The Inferno,Werner Herzog,Werner Herzog,"United Kingdom, Germany, Canada",28-Oct-16,2016,TV-PG,107 Min,Documentaries,"With Stunning Views Of Eruptions And Lava Flows, Werner Herzog Captures The Raw Power Of Volcanoes And Their Ties To Indigenous Spiritual Practices."
Movie,Bleach The Movie: Fade To Black,Noriyuki Abe,"Masakazu Morita, Fumiko Orikasa, Aya Hirano, Hiroshi Kamiya, Mitsuaki Madono, Ryotaro Okiayu, Kentaro Ito, Shinichiro Miki, Satsuki Yukino, Masaaki Tsukada",Japan,15-Oct-16,2008,TV-PG,94 Min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","When His Mind Is Fogged By A Scimitar-Weilding Stranger, Mayuri Destroys His Laboratory, Unleashing A Cloud Of Reishi That Lays Waste To The Seiretei."
Movie,The White Helmets,Orlando Von Einsiedel,,United Kingdom,16-Sep-16,2016,TV-PG,41 Min,Documentaries,"As Daily Airstrikes Pound Civilian Targets In Syria, A Group Of Indomitable First Responders Risk Their Lives To Rescue Victims From The Rubble."
Movie,Mission Blue,"Robert Nixon, Fisher Stevens","James Cameron, Michael Degruy, Sylvia Earle, Bryce Groark, Jeremy Jackson, Carl Safina","United States, Bermuda, Ecuador",15-Aug-14,2014,TV-PG,94 Min,Documentaries,This Documentary Follows Oceanographer Sylvia Earle'S Campaign To Save The World'S Oceans From Threats Such As Overfishing And Toxic Waste.
Movie,Joseph: King Of Dreams,"Rob Laduca, Robert C. Ramirez","Ben Affleck, Mark Hamill, Richard Herd, Maureen Mcgovern, Jodi Benson, Judith Light, James Eckhouse, Richard Mcgonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett","United States, France, United Kingdom",27-Sep-11,2000,TV-PG,75 Min,"Children & Family Movies, Dramas, Faith & Spirituality","With His Gift Of Dream Interpretation And His Brilliantly Colored Coat, Joseph Inspires Jealousy In His Brothers In This Animated Bible Story."
Movie,3 Heroines,Iman Brotoseno,"Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan",Indonesia,05-Jan-19,2016,TV-PG,124 Min,"Dramas, International Movies, Sports Movies",Three Indonesian Women Break Records By Becoming The First Of Their Nation To Medal In Archery At The Seoul Olympics In The Summer Of 1988.
Movie,3 Seconds Divorce,Shazia Javed,,Canada,15-Jun-19,2018,TV-PG,53 Min,"Documentaries, Faith & Spirituality","A Muslim Women'S Activist Group In India Protests Against Oral Divorces, Starting A Movement To Reclaim Their Religious And Constitutional Rights."
Movie,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi","Mahira Khan, Sheheryar Munawar, Javed Sheikh, Hina Dilpazeer, Amna Ilyas, Mira Sethi, Rimal Ali, Salahuddin Tunio, Aamir Qureshi, Adnan Shah",Pakistan,15-May-19,2018,TV-PG,137 Min,"Comedies, International Movies, Music & Musicals","Given Just Seven Days By A Genie To Find A Girl Who Will Fall For Him, A Nerdy Young Man Embarks On A Madcap And Messy Search For His Would-Be Wife."
